												
Year	Date Event Began	Time Event Began	Date of Restoration	Time of Restoration	Area Affected	NERC Region	Alert Criteria	Event Type	Demand Loss (MW)	Number Affected		
2020	2020-12-05	16:40	\N	\N	Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:	NPCC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	271231		
2020	2020-08-04	13:31	\N	\N	"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;"	NPCC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	271119		
2012	2012-10-29	16:00	2012-11-07	23:48	Eastern Pennsylvania	RFC	\N	Severe Weather - Hurricane Sandy	0	270000		
2020	2020-06-10	12:22	2020-06-10	17:00	"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	270000		
2016	2016-07-21	19:21	2016-07-22	0:09	Puerto Rico	PR	"Load Shed 100+ MW, Voltage Reduction"	System Operations	200	266000		
2017	2017-09-11	17:30	2017-09-13	9:30	North Carolina: South Carolina:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	365	265729		
2012	2012-06-29	18:24	2012-07-06	10:00	West Virginia	RFC	\N	Severe Weather - Thunderstorms	700	265000		
2019	2019-06-23	22:00	2019-06-25	23:00	"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	265000		
2011	2011-08-27	22:00	2011-08-29	22:00	Pennsylvania	RFC	\N	Severe Weather	\N	264000		
2014	2014-12-11	17:00	2014-12-12	10:00	"Kitsap, Thurston, Whatcom counties Washington"	WECC	\N	Severe Weather- High Winds	116	264000		
2015	2015-06-23	18:00	2015-06-30	18:00	"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey"	RFC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	263000		
2017	2017-12-04	21:53	\N	\N	California:	WECC	Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident	Severe Weather/Transmission Interruption	540	263000		
2013	2013-03-18	5:21	2013-03-18	5:41	Systemwide Puerto Rico	\N	\N	Generator Trip; Load Shed	350	262937		
2022	2022-04-14	5:59	2022-04-14	6:13	California: Los Angeles County;	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	164	262268		
2012	2012-12-25	9:28	2012-12-26	16:28	"Houston, Texas"	TRE	\N	"Severe Weather - Cold Front, High Winds"	294	262000		
2023	2023-02-22	18:41	2023-02-25	16:12	"Michigan: Van Buren County, Kalamazoo County, St. Joseph County, Calhoun County, Branch County, Hillsdale County, Jackson County, Washtenaw County, Monroe County, Lenawee County, Ingham County, Barry County, Allegan County, Ottawa County, Eaton County, Ingham County, Shiawassee County, Clinton County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	261043		
2014	2014-07-08	20:30	2014-07-11	23:00	Pennsylvania	RFC	\N	Severe Weather - Thunderstorms	\N	260000		
2021	2021-12-15	16:37	2021-12-16	11:30	Missouri: Kansas:	SERC/MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	0	258000		
2017	2017-03-21	20:00	2017-03-22	9:15	Georgia	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	857	257000		
2011	2011-04-05	2:00	2011-04-07	23:00	"North Carolina, South Carolina"	SERC	\N	Severe Weather	1200	256000		
2021	2021-01-26	20:49	2021-01-28	21:14	California:	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	841	255715		
2022	2022-02-03	10:00	2022-02-07	20:00	Tennessee: Shelby County;	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather/Transmission Interruption	\N	255000		
2021	2021-09-01	17:30	2021-09-02	2:00	"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	252740		
2015	2015-07-18	2:00	2015-07-19	7:00	"Henepin and Ramsey County, Minnesota"	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	250	250000		
2015	2015-08-29	11:00	2015-09-04	15:00	"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	250	250000		
2016	2016-07-05	17:30	2016-07-06	16:00	"Minnesota, Wisconsin"	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	250000		
2018	2018-04-09	11:16	\N	\N	Utah:	WECC	Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident	Transmission Interruption	300	250000		
2020	2020-08-10	12:38	\N	\N	Iowa:	MRO	Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.	Severe Weather	1400	250000		
2021	2021-10-28	14:15	2021-10-30	8:00	"Texas: Angelina County, Bell County, Cherokee County, Collin County, Denton County, Dallas County, Ellis County, Hunt County, Johnson County, McLennan County, Nacogdoches County, Smith County, Tarrant County, Travis County, Williamson County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	250000		
2018	2018-03-02	15:10	2018-03-06	4:57	Ohio:	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	249322		
2023	2023-07-26	14:51	2023-07-26	17:23	"Michigan: Oakland County, Wayne County, Macomb County, Washtenaw County, Livingston County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Weather or natural disaster	\N	246000		
2023	\N	14:51	2023-07-26	17:23	"Michigan: Oakland County, Wayne County, Macomb County, Washtenaw County, Livingston County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Weather or natural disaster	\N	246000		
2012	2012-12-25	0:45	2012-12-28	16:15	Arkansas; Louisiana; Mississippi; Texas 	SPP	\N	Severe Weather - Winter Storm	\N	242509		
2018	2018-10-11	13:15	\N	\N	North Carolina: South Carolina:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	240807		
2013	2013-03-18	19:30	2013-03-20	14:30	North/Central Alabama; Georgia	SERC	\N	Severe Weather - Thunderstorms	800	240000		
2019	2019-05-09	17:55	2019-05-11	20:50	Texas: Harris County;	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	691	238015		
2020	2020-06-10	19:30	\N	\N	"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	237000		
2017	2017-11-13	2:00	2017-11-15	8:17	"Washington: Island County, King County, Kitsap County, Thurston County, Skagit County, Whatcom County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	236100		
2020	2020-10-27	17:50	\N	\N	Oklahoma:	SPP RE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	235000		
2011	2011-01-26	18:28	2011-01-29	17:00	Maryland	RFC	\N	Winter Storm	\N	234326		
2018	2018-03-02	13:51	2018-03-04	12:11	Pennsylvania:	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	233136		
2013	2013-03-06	8:22	2013-03-07	10:27	Northwest Virginia	SERC	\N	Severe Weather - Winter Storm	400	233000		
2019	2019-02-07	8:55	2019-02-09	16:30	Michigan	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	233000		
2021	2021-08-10	20:00	\N	\N	"Wisconsin: Waukesha County, Milwaukee County, Kenosha County, Racine County, Washington County, Ozaukee County;"	RF/SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	233000		
2021	2021-10-24	7:00	2021-10-26	21:30	"Washington: King County, Pierce County, Skagit County, Thurston County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	233000		
2019	2019-04-07	13:46	2019-04-08	17:50	Texas:	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	537	231956		
2023	2023-12-16	2:05	2023-12-16	2:29	LUMA Energy	N/A	Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident	Generator loss or failure	220	230330		
2019	2019-01-06	3:00	2019-01-09	7:00	Washington:	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	230	230000		
2019	2019-01-06	1:00	2019-01-06	12:00	"Washington: King County, Thurston County, Pierce County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	230000		
2022	2022-12-26	8:30	2022-12-28	21:00	"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	230000		
2021	2021-07-24	20:30	\N	\N	"Michigan: Wayne County, Oakland County, Livingston County, Macomb County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	225949		
2010	2010-02-09	18:00	2010-02-14	16:00	Southeastern Pennsylvania	RFC	\N	Winter Storm	\N	223000		
2021	2021-02-16	7:03	2021-02-20	22:00	Kansas: Missouri:	MRO	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.	Severe Weather	\N	222000		
2010	2010-02-05	15:00	2010-02-13	16:00	Southern NJ	RFC	\N	Winter Storm	\N	221000		
2017	2017-08-25	18:17	2017-09-02	17:00	"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	220400		
2011	2011-04-16	14:16	2011-04-17	16:30	Central and Eastern North Carolina	SERC	\N	Severe Weather	\N	220000		
2011	2011-08-27	23:05	2077-08-29	15:30	District of Columbia; Maryland	RFC	\N	Severe Weather	\N	220000		
2020	2020-08-14	18:36	2020-08-14	20:42	California:	WECC	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.	System Operations	560	220000		
2020	2020-08-15	18:25	2020-08-15	19:44	California:	WECC	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.	System Operations	459	220000		
2013	2013-08-16	16:58	2013-08-17	23:58	Houston Service Area Texas	TRE	\N	Severe Weather - Thunderstorms	\N	219681		
2021	2021-02-15	2:51	2021-02-19	9:00	Texas: Travis County;	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	219306		
2012	2012-10-29	17:13	2012-10-31	11:00	Greater Baltimore Maryland	RFC	\N	Severe Weather - Hurricane Sandy	0	219000		
2011	2011-05-26	18:30	2011-05-28	4:44	"Southern Balancing Area, Georgia"	SERC	\N	Severe Weather	729	218783		
2016	2016-07-12	14:10	2016-07-12	20:33	Puerto Rico	PR	Voltage Reduction	System Operations	450	218000		
2012	2012-10-29	12:00	2012-11-04	23:00	New Jersey	RFC	\N	Severe Weather - Hurricane Sandy	\N	217000		
2018	2018-03-07	16:10	2018-03-10	11:32	New Jersey:	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	216800		
2020	2020-04-13	3:30	2020-04-14	18:18	North Carolina: South Carolina:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	216400		
2023	2023-07-18	17:50	2023-07-25	14:00	Tennessee: Shelby County;	SERC	Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.	Weather or natural disaster	1200	216000		
2023	\N	17:50	2023-07-25	14:00	Tennessee: Shelby County;	SERC	Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.	Weather or natural disaster	1200	216000		
2011	2011-05-23	16:45	2011-05-25	23:59	"Central, Indiana"	RFC	\N	Severe Weather	1024	215387		
2016	2016-04-27	5:50	2016-04-28	1:35	Texas: Harris County	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Weather	\N	214864		
2022	2022-11-04	20:05	2022-11-07	9:00	"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	214000		
2011	2011-02-02	3:00	2011-02-04	23:59	"Philadelphia area, Pennsylvania"	RFC	\N	Winter Storm	\N	213000		
2021	2021-07-10	0:30	2021-07-10	5:00	Missouri: Nebraska:	MRO/SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather/Transmisison Interruption	\N	212500		
2021	2021-07-10	0:30	2021-07-10	5:00	Nebraska: Missouri:	MRO/SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather/Transmisison Interruption	\N	211500		
2011	2011-01-26	17:00	2011-01-31	8:00	"Montgomery and Prince George's County, Maryland and District of Columbia"	RFC	\N	Winter Storm	\N	210000		
2012	2012-10-29	0:00	2012-11-09	23:59	West Virginia	RFC	\N	Severe Weather - Hurricane Sandy	0	208000		
2012	2012-06-30	1:15	2012-07-07	17:33	Atlantic City Electric Service Territory New Jersey	RFC	\N	Severe Weather - Thunderstorms	\N	205000		
2021	2021-09-13	23:59	\N	\N	Texas: Harris County;	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	204280		
2011	2011-10-26	5:00	2011-10-27	15:00	"Denver; Ft. Collins, Colorado"	WECC	\N	Severe Weather	\N	204000		
2016	2016-07-08	20:50	2016-07-09	19:25	North Carolina	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	600	203345		
2020	2020-07-25	19:58	2020-07-27	19:00	"Texas: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	201208		
2011	2011-07-28	0:14	2011-07-29	12:00	"Entire ComEd Territory, Indiana"	RFC	\N	Severe Weather	\N	201000		
2011	2011-08-26	0:30	2011-08-28	0:30	Pennsylvania	RFC	\N	Severe Weather	\N	200717		
2021	2021-12-16	6:00	2021-12-16	20:00	"Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;"	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	200675		
2012	2012-10-29	18:46	2012-11-03	10:45	Southeast New York; New Jersey	NPCC; RFC	\N	Severe Weather - Hurricane Sandy	\N	200000		
2013	2013-11-17	12:35	2013-11-20	11:00	"Central Missouri, Central Illinois"	SERC	\N	Severe Weather - Tornadoes	\N	200000		
2014	2014-02-12	12:10	2014-02-15	15:20	North Carolina	SERC	\N	Severe Weather - Snow/Ice	\N	200000		
2015	2015-06-23	17:30	2015-06-23	19:00	"Delaware County, PA; Chester County, PA"	RFC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	200000		
2021	2021-02-15	6:51	2021-02-16	13:19	Oklahoma:	MRO	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.	Severe Weather	350	200000		
2023	2023-03-03	17:50	2023-03-05	12:01	Michigan:	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	0	200000		
2015	2015-04-27	10:30	2015-04-28	18:45	Louisiana and Texas	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	199000		
2022	2022-08-29	15:00	2022-09-01	9:00	"Michigan: Ottawa County, Allegan County, Van Buren County, Montcalm County, Kent County, Barry County, Kalamazoo County, St. Joseph County, Branch County, Hillsdale County, Calhoun County, Jackson County, Eaton County, Clinton County, Shiawassee County, Montcalm County, Isabella County, Mecosta County, Midland County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	197740		
2013	2013-05-22	10:51	2013-05-22	10:57	System wide Puerto Rico	\N	\N	System Wide Voltage Reduction	280	197287		
2011	2011-07-18	17:00	2011-07-24	13:30	Southeast Michigan	RFC	\N	Severe Weather	\N	197166		
2011	2011-10-29	14:30	2011-11-06	12:00	New Jersey	RFC	\N	Severe Weather	125	197000		
2013	2013-06-21	3:00	2013-06-26	12:00	Minnesota	MRO	\N	Severe Weather - Hailstorm	\N	193000		
2010	2010-10-26	9:00	2010-10-28	11:00	Northern Illinois	RFC	\N	Thunderstorms	\N	192106		
2010	2010-02-14	10:00	2010-02-14	12:00	Western Pennsylvania nd Northeast Central WV	RFC	\N	Winter Storm	900	190000		
2011	2011-02-01	21:00	2011-02-02	14:00	Northern Illinois	RFC	\N	Winter Storm	\N	190000		
2012	2012-06-25	16:04	2012-06-26	13:45	Central Virginia	SERC	\N	Severe Weather - Wind & Rain	600	190000		
2013	2013-11-17	14:31	2013-11-17	22:30	Entire ComEd Territory Illinois	RFC	\N	Severe Weather - Thunderstorms	\N	190000		
2022	2022-09-04	16:00	2022-09-06	8:00	"Texas: Tarrant County, Collin County, Dallas County, Ellis County, Kaufman County, Rockwall County, Williamson County, Denton County, Archer County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	190000		
2023	2023-09-08	23:44	2023-09-10	19:00	"Texas: Tarrant County, Dallas County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Weather or natural disaster	\N	190000		
2017	2017-05-27	23:10	\N	\N	Tennessee: Shelby County	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	391	188000		
2021	2021-01-10	22:44	2021-01-13	16:00	"Texas: Anderson County, Angelina County, Dallas County, Freestone County, Henderson County, Houston County, Leon County, Nacogdoches County, Smith County, Tarrant County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	188000		
2021	2021-07-10	0:00	2021-07-11	16:00	Nebraska:	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	188000		
2020	2020-08-07	5:13	\N	\N	"New York: Queens County, New York County;"	NPCC	Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.	Severe Weather	500	187068		
2020	2020-10-07	18:50	2020-10-09	15:00	Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:	NPCC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	186600		
2014	2014-11-24	12:00	2014-11-27	13:00	Michigan	RFC	\N	Severe Weather - Wind	\N	186154		
2015	2015-02-16	21:41	2015-02-18	7:00	"Northern/North Eastern, Georgia"	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather - Winter	620	186035		
2023	2023-01-07	22:00	2023-01-08	21:00	California: Sacramento County;	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	458	185434		
2021	2021-12-11	11:13	2021-12-12	23:06	Michigan:	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	182410		
2011	2011-07-02	20:15	2011-07-06	22:00	"South East, Lower Peninsula, Michigan"	RFC	\N	Severe Weather	\N	182000		
2015	2015-11-17	13:30	\N	\N	"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	182000		
2011	2011-08-13	16:41	2011-08-14	19:00	Kentucky	SERC	\N	Severe Weather	\N	181700		
2012	2012-07-18	23:00	2012-07-19	6:00	Northern Illinois	RFC	\N	Severe Weather - Thunderstorms	\N	181000		
2014	2014-02-05	8:05	2014-02-05	8:06	"Baltimore, Maryland"	RFC	\N	Severe Weather - Ice	800	181000		
2014	2014-09-05	16:30	2014-09-06	14:00	Illinois	RFC	\N	Severe Weather - Thunderstorms	\N	180400		
2010	2010-03-13	16:00	2010-03-16	0:00	Central New Jersey and Northern New Jersey	RFC	\N	High Winds and Flooding	\N	180000		
2011	2011-08-28	0:01	2011-08-30	0:01	"Mid-Hudson, New York"	NPCC	\N	Severe Weather	\N	180000		
2011	2011-02-02	7:24	2011-02-02	22:23	"Dona Ana and El Paso Counties, Texas and Hudspeth County, New Mexico"	WECC	\N	Generation Inadequacy/Load Shed	280	178000		
2010	2010-03-13	1:00	2010-03-16	18:40	Southeasten Pennsylvania	RFC	\N	High Winds and rain	\N	177528		
2017	2017-07-08	18:52	2017-07-09	8:00	California: Los Angeles County	WECC	Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident	Transmission Interruption	645	176867		
2011	2011-05-24	16:35	2011-05-25	12:40	Eastern Virginia	SERC	\N	Severe Weather	790	175000		
2012	2012-06-12	15:57	2012-06-14	4:57	"Houston, Texas"	TRE	\N	Severe Weather - Thunderstorms	920	175000		
2012	2012-06-29	14:10	2012-07-04	18:00	"Dayton, Ohio"	RFC	\N	Severe Weather - Thunderstorms	500	175000		
2013	2013-06-13	13:17	2013-06-14	17:35	Western Piedmont North Carolina	SERC	\N	Severe Weather - Thunderstorms	1000	175000		
2017	2017-03-29	3:30	2017-03-31	6:00	Texas	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	175000		
2021	2021-02-15	13:00	2021-02-20	10:00	Texas:	TRE	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.	Severe Weather	\N	175000		
2021	2021-12-15	19:00	2021-12-16	3:00	Kansas:	MRO	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	174000		
2023	2023-02-01	5:00	2023-02-04	22:39	Texas: Travis County;	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	370	173879		
2021	2021-01-19	9:31	2021-01-21	14:36	"California: Kern County, Los Angeles County, Riverside County, San Bernardino County, Ventura County, Orange County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	173746		
2012	2012-10-29	19:00	2012-11-02	5:00	Indiana; Kentucky; Michigan; Ohio	RFC; SERC	\N	Severe Weather - Nor'easter	\N	173273		
2010	2010-03-13	18:00	2010-03-20	9:00	New York City and Westchester County	NPCC	\N	High Winds and Rain	\N	173000		
2019	2019-09-05	4:15	2019-09-05	15:17	South Carolina:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	172278		
2020	2020-09-07	22:40	2020-09-09	17:24	California:	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Transmission Interruption	610	172000		
2013	2013-10-27	4:27	2013-10-27	22:27	"Houston, Texas"	TRE	\N	Severe Weather - Hail Storm	\N	171117		
2023	2023-12-18	13:11	2023-12-18	13:23	LUMA Energy	N/A	Firm load shedding of 100 Megawatts or more implemented under emergency operational policy	Generator loss or failure	115	170316		
2016	2016-07-14	16:30	2016-07-16	0:00	Arkansas: Louisiana: Mississippi: Texas	"SPP, SERC, TRE"	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	170244		
2018	2018-10-11	16:42	2018-10-12	21:00	North Carolina: South Carolina:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	170222		
2020	2020-12-01	12:32	2020-12-01	22:50	Ohio:	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	170190		
2022	2022-03-21	19:00	2022-03-24	0:00	"Texas: Anderson County, Bell County, Bosque County, Comanche County, Coryell County, Falls County, Freestone County, Hamilton County, Henderson County, Hill County, Lampasas County, Leon County, Limestone County, McLennan County, Milam County, Mills County, Robertson County, Collin County, Cooke County, Dallas County, Denton County, Ellis County, Erath County, Fannin County, Grayson County, Hood County, Hunt County, Johnson County, Kaufman County, Navarro County, Parker County, Rains County, Rockwall County, Somervell County, Tarrant County, Van Zandt County, Wise County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	170000		
2017	2017-02-17	8:09	2017-02-22	19:30	California	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	254	169250		
2011	2011-06-09	4:30	2011-06-09	12:00	Illinois	RFC	\N	Severe Thunderstorms	\N	169000		
2011	2011-06-15	19:15	2011-06-16	6:00	Georgia	SERC	\N	Severe Thunderstorms	563	169000		
2011	2011-07-23	2:30	2011-07-24	9:00	Illinois	RFC	\N	Severe Weather	\N	169000		
2021	2021-10-27	2:25	2021-10-29	8:37	Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:	NPCC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	169000		
2023	2023-04-29	0:00	2023-04-29	20:00	"Texas: Hidalgo County, Cameron County, Willacy County, Starr County;"	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	168419		
2015	2015-12-24	3:00	2015-12-26	0:00	"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;"	RFC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	168000		
2013	2013-06-13	20:47	2013-06-14	22:47	Southern Company Territory	SERC	\N	Severe Weather - Thunderstorms	550	165798		
2011	2011-04-20	2:00	2011-04-21	12:00	"Indiana, Kentucky, Ohio"	RFC	\N	Severe Weather - High Winds	\N	165711		
2011	2011-03-27	13:27	2011-03-27	17:00	"Sonoma and Central Valley, California"	WECC	\N	Transmission Level Outage	295	165000		
2011	2011-08-27	13:00	2011-08-29	13:00	Delaware; Maryland	RFC	\N	Severe Weather	\N	165000		
2016	2016-10-07	8:00	2016-10-09	13:00	"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;"	FRCC	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	413	165000		
2018	2018-12-20	9:30	2018-12-20	17:00	"Washington: Skagit County, Snohomish County, King County, Kitsap County, Island County;"	WECC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	165000		
2019	2019-07-22	16:00	2019-07-24	23:00	"Pennsylvania: Bucks County, Delaware County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Severe Weather	\N	165000		
2022	2022-07-12	16:00	\N	\N	"Maryland: Baltimore County, Carroll County, Harford County;"	RF	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	800	165000		
2014	2014-04-12	20:00	2014-04-15	19:30	Michigan	RFC	\N	Severe Weather	\N	164000		
2018	2018-05-26	18:40	2018-05-27	23:50	Texas: Harris County;	TRE	"Loss of electric service to more than 50,000 customers for 1 hour or more"	Severe Weather	\N	163932		
2023	2023-07-14	15:00	\N	\N	Missouri: Kansas:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Weather or natural disaster	\N	163156		
2023	\N	15:00	\N	\N	Missouri: Kansas:	SERC	"Loss of electric service to more than 50,000 customers for 1 hour or more."	Weather or natural disaster	\N	163156		
